$>n	durumda
w>wtyt	ve kendisine verilmiştir
w>x*	ve aldı
w>x*hm	ve almalarından ötürü
w>x*n	ve onlar almışlardı
w>x*nA	ve aldık
w>x*nhm	ve onları yakaladık
w>x*t	ve aldı
w>x*tm	ve aldınız mı?
w>x*wA	ve yakalanmışlardır
w>xAf	ve korkarım
w>xAh	ve kardeşi
w>xY	ve kardeşimi
w>xbtwA	ve gönülden boyun eğenler
w>xlSwA	ve yapanlar
w>xr	diğeri de
w>xrY	öteki de
w>xrj	ve açığa çıkardı
w>xrjnA	ve çıkardık
w>xrjnY	ve beni çıkar
w>xrjt	ve çıkardığı (zaman)
w>xrjwA	ve çıkarılanlar
w>xrjwhm	ve onları çıkarın
w>xrjwkm	ve sizi çıkaran
w>xwh	ve kardeşi
w>xwk	ve kardeşin
w>xwtkm	ve bacılarınız
w>xyh	ve kardeşine
w>yAmA	ve gündüzleri
w>ydY	ve elleriyle
w>ydh	ve onu destekledi
w>ydhm	ve onları desteklemiştir
w>ydkm	ve sizi destekledi
w>ydnh	ve onu destekledik
w>ydyhm	ve elleri
w>ydykm	ve ellerizi
w>ymnhm	ve yeminlerini
w>ywb	ve Eyyub'a
w>zlfnA	ve yaklaştırdık
w>zlft	ve yaklaştırılır
w>zwj	ve eşler
w>zwjh	ve onun eşleri
w>zwjhm	ve eşleri
w>zwjkm	ve eşleriniz
wASbA	daima
wAbl	yağmur
wAd	vadide
wAdyA	vadiyi
wAld	baba
wAldh	babası
wAqE	üstlerine düşecek
wArdhA	oraya gitmeyecek
wArdhm	sucularını
wAvqkm	verdiniz
wAzrp	hiçbir günahkar
wDAq	ve daraldı
wDAqt	ve dar gelmişti
wDA}q	ve daralacak
wDE	(ma'bed olarak) kurulan
wDEf	ve kat kat
wDEhA	koydu
wDEt	doğurduğunu
wDEthA	onu doğurdum
wDl	ve saptı
wDlwA	ve şaşmış
wDrb	ve anlattı
wDrbnA	ve anlatmıştık
wDrbt	ve vuruldu
wDyA'	ve bir ışık
wE$rA	ve on (gün)
wE$yA	ve akşam
wE$yrtkm	ve hısım akrabanız
wE*Ab	ve bir azab
wE*AbA	ve bir azab
wE*b	ve azab etti
wE*bnhA	ve ona azabettik
wEA$rwhn	ve onlarla geçinin
wEA'	yükünden
wEAd	ve Ad
wEAdA	ve Ad'ı
wESY	ve karşı geldi
wESwA	ve karşı gelenler
wESyhm	ve sopaları
wESynA	ve isyan ettik
wESytm	ve isyan ettiniz
wEZhm	ve onlara öğüt ver
wEZmA	ve kemik
wEbAd	ve kulları
wEbd	ve tapanlar
wEbqrY	ve döşeklere
wEd	sözü
wEdA	sözdür
wEdh	va'di
wEdhA	verdiği
wEdhm	ve onları saymıştır
wEdk	senin vaadin
wEdkm	size va'detti
wEdlA	ve adalet bakımından
wEdnA	yapıldı
wEdnh	kendisine vadettiğimiz
wEdnhm	onları uyardığımız
wEdshA	ve mercimeğinden
wEdthm	onlara söz verdiğin
wEdtnA	va'dettiğin
wEdw	ve düşman olan
wEdwA	ve düşmanlıkla
wEdwh	verdikleri sözden
wEdwkm	ve sizin düşmanınızı
wEfA	ve affetti
wEhdhm	ve ahidlerine
wEhdnA	ve emretmiştik
wEjbwA	ve hayret ettiler
wEjlt	ve ben acele ettim
wElAnyp	ve açık
wElm	ve bildi
wElmA	ve ilim
wElmh	ve ona öğretti
wElmk	ve sana öğretti
wElmnh	ve ona öğretmiştik
wElmt	ve (nice) işaretler
wElmtm	ve size öğretildiği
wElmtnY	ve bana öğrettin
wElwA	ve böbürlenmeleri yüzünden
wEmArp	ve imar etmeyi
wEml	ve yapan
wEmlh	ve onun (kötü) işinden
wEmlwA	ve yapan
wEmrwhA	ve onu imar etmişlerdi
wEmtkm	ve halalarınız
wEnb	ve üzümlerden
wEnbA	ve üzüm
wEnd	ve yanında
wEndh	O'nun yanındadır
wEndhm	yanlarında dururken
wEndnA	ve yanımızda vardır
wEnt	boyun eğmiştir
wEqbY	ve sonu ise
wErDnA	ve göstereceğiz
wErDwA	ve hepsi sunulmuşlardır
wErbY	arab olana
wEsY	ve olur ki
wEtw	ve haddi aştılar
wEtwA	ve dışına çıktılar
wEysY	ve Îsa
wEznY	ve bana ağır bastı
wEzrtmwhm	ve onlara yardım ederseniz
wEzrwh	ve O'na saygı gösterenler
wH$r	ve toplandı
wH$rnA	ve toplayıp getirseydik
wH$rnhm	onları toplamışız
wHAjh	ve onunla tartışmaya girişti
wHAl	bu sırada girdi
wHAq	ve kuşatır
wHSl	ve devşirildiği (zaman)
wHSwrA	ve nefsine hakim
wHY	vahiy(den)
wHb	ve daneler
wHbT	ve boşa gitmiştir
wHbl	ve ahdine (ipine)
wHd	bir
wHdA	tek
wHdA}q	ve bahçeler
wHdh	tek
wHdp	bir
wHfZA	ve koruma ile
wHfZnhA	ve onu koruduk
wHfdp	ve torunlar
wHffnhmA	ve onların etrafını çevirmiştik
wHjrA	ve bir perde
wHkmA	ve bir hakem
wHkmp	ve hikmet
wHllA	(bir kısmını) helal
wHlwA	ve takınmışlardır
wHl}l	ve karıları
wHmlh	taşınması ise
wHmlhA	ve onu yüklendi
wHmlnh	Onu (Nuh'u) taşıdık
wHmlnhm	ve onları taşıdık
wHmlt	yerlerinden kaldırıldığı
wHmr	ve kırmızı
wHnAnA	ve bir rahmet
wHq	ve gerekli oldu
wHrD	ve teşvik et
wHrm	ve yasaklandı
wHrmnA	ve haram etmiştik
wHrmwA	ve haram kılanlar
wHrv	ve ekinlerdir
wHsbwA	ve sandılar
wHsn	ve güzel
wHsnt	ve ne güzel
wHwr	ve huriler
wHyA	vahiy
wHyh	vahyedilmesi
wHyl	perde çekildi
wHyn	ve zaman
wHyv	ve nerede
wHznA	ve başlarına derd
wHznY	ve tasamı
wSAHbhmA	ve onlarla geçin
wSAbrwA	ve sabırda direnin
wSHbth	ve eşini
wSY	tavsiye ettiği
wSYkm	size tavsiye etti
wSbg	(ekmeklerini) batıracakları
wSbrwA	ve sabredenlerin
wSd	ve alıkoymak
wSdf	ve yüz çeviren
wSdhA	ve onu alıkoymuştu
wSdq	ve doğrudur
wSdqt	ve doğrulamıştı
wSdwA	ve menedenler
wSdwkm	ve size engel olanlardır
wSfhm	bu nitelendirmelerinin
wShrA	ve sıhr
wSl	ve du'a et
wSlH	ve iyileridir
wSlnA	biz birbirine bitiştirdik
wSlwt	ve havralar
wSmA	ve sağır
wSmwA	ve sağır kesildiler
wSrfnA	ve tekrar tekrar açıkladık
wSwrkm	ve sizi şekillendirdi
wSylp	"vasîle"
wSynA	tavsiye ettik
wSyp	vasiyyet
wTA}fp	ve bir kısmı da
wTEAm	ve yemeği
wTEAmA	ve bir yiyecek
wTEAmh	ve yiyeceği
wTEAmkm	sizin yemeğiniz de
wTEnA	ve taşlayarak
wTEnwA	ve dil uzatırlarsa
wT_A	tesirlidir
wTbE	ve mühürledi
wTfqA	ve başladılar
wThr	ve temizle
wThrk	ve temizledi
wTlH	ve muz ağaçları
wTmEA	ve umut
wTrA	ilişiğini
wTwr	ve dağına
wZAlm	ve zulmeden de
wZhr	galebe çaldı
wZhrh	ve dış
wZhrwA	ve yardım eden
wZhwrhm	ve sırtları
wZl	ve gölge(ler)
wZlhA	ve gölgesi de
wZllhm	ve gölgeleri de
wZllnA	ve gölge yaptık
wZlmA	ve zulüm ile
wZlmwA	ve zulmedenler
wZn	ve sandı
wZnntm	ve zanda bulundunuz
wZnwA	ve sandılar
wb$r	ve müjdele
wb$rY	ve müjdeci
wb$rnh	ve ona müjdeledik
wb$rwh	ve ona müjdelediler
wb$yr	ve müjdeleyiciyim
wb>ymnhm	ve sağlarında
wbA'w	ve uğradılar
wbATnh	ve gizlisini
wbATnp	ve gizli
wbAl	vebalini
wbEhd	ve tutun
wbEvnA	ve göndermiştik
wbEwlthn	kocaları
wbSdhm	ve çevirmelerinden dolayı
wbSlhA	ve soğanından
wbTl	ve batıl oldu
wbd>	ve başladı
wbdA	ve göründü
wbdArA	ve tez elden
wbdArh	ve evini barkını
wbdlnhm	ve çevirdik
wbkfrhm	ve küfürlerinden (ötürü)
wbklmY	ve konuşmamla
wbkm	ve dilsizdirler
wbkmA	ve dilsiz
wblg	ve varınca
wblgnA	ve ulaştık
wblgt	ve dayanmıştı
wblwnhm	ve onları sınadık
wbnAt	e kızları
wbnAtk	ve kızlarına
wbnAtkm	ve kızlarınız
wbnEmp	ve ni'metine
wbnEmt	ve ni'metine
wbnY	ve oğullarımı
wbnt	ve kızlar
wbnyn	ve oğullar
wbnynA	ve bina ettik
wbqyp	ve bir kalıntı
wbrA	ve iyilik ediciydi
wbrHmth	ve rahmetiyle
wbrk	ve bereketler
wbrknA	ve bereketler verdik
wbrkt	ve bereketlerle
wbrkth	ve bereketleri
wbrq	ve şimşek (ler)
wbrswlY	ve elçime
wbrswlh	ve elçisini
wbrzt	ve karşısına çıkarılır
wbrzwA	ve gelirler
wbst	ve serpildiği (zaman)
wbv	ve yaydı
wbw>km	ve sizi yerleştirdi
wbyE	ve kiliseler
wbyn	arasına
wbynh	onun arasında
wbynhm	ve aralarında
wbynhmA	iki taraf arasında
wbynk	senin aranda
wbynkm	sizinle
wbynt	ve açıklayıcı
wbynwA	ve (gerçeği) açıklayanlar
wb{l'Axrp	ve ahirete de
wb{l>sHAr	seherlerde
wb{lHq	ve hak ile
wb{lktb	ve Kitap
wb{lnjm	ve yıldız(lar)la
wb{lrswl	ve Rasule
wb{lwldyn	ve ana babaya
wb{lyl	ve geceleyin
wb{lywm	ve gününe
wb{lzbr	ve sahifeler
wb}r	ve kuyu
wb}s	ne kötü
wd	isterler
wdA	Vedd'i
wdAEyA	ve da'vetçi
wdAnyp	ve yaklaşmıştır
wdAwd	ve Davud'u
wdE	ve aldırma
wdEk	seni bırakmadı
wdm	ile kan
wdmrnA	ve yıktık
wdrswA	ve öğrenmediler mi?
wdt	istedi ki
wdwA	isterler
wdwn	ve olmayan
wdxl	ve girdi
wdyn	ve din ile
wdyp	ve bir diyet
wdyrhm	ve yurtlarını
wfAr	ve kaynayınca
wfDl	ve lutfun
wfDlA	ve lutuf
wfDlnhm	ve onları üstün kıldık
wfElt	ve yaptın
wfSl	ve ayırd edici
wfSlh	ve sütten kesilmesi
wfSylth	ve tüm ailesini
wfdynh	ve fidye olarak ona verdik
wfjrnA	ve akıttık
wfkhp	ve meyva
wfr$	ve döşekler (üstündedirler)
wfr$A	(kiminin) tüyünden sergi yapılır
wfrDnhA	ve farz kıldığımız
wfrEhA	ve dalları
wfrEwn	ve Fir'avn
wfrHwA	ve sevindiler
wfrdY	ve teker teker
wfryq	ve bir bölük
wfryqA	kimini de
wfsAd	ve bir kargaşa
wftH	ve bir fetih
wftHt	ve açılır
wftnk	ve seni denemiştik
wfwkh	ve meyvalar (içindedirler)
wfwmhA	ve sarımsağından
wfwq	ve üstünde (vardır)
wgDb	ve gazab
wgdwA	ve erkenden gittiler
wgfr	ve affederse
wglqt	ve kilitledi
wgrAbyb	ve simsiyah
wgrhm	ve onları yanıltmıştır
wgrkm	ve sizi aldattı
wgrthm	onları aldattı
wgrtkm	ve sizi aldattı
wgyD	ve çekildi
wgyr	ve
whAjrwA	ve hicret ettiler
whb	ve ver
whbnA	biz armağan ettik
whbt	hibe ederse
whdY	ve hidayet
whdYh	ve iletmişti
whdwA	ve iletilmişlerdir
whdynh	ve ona gösterdik
whdynhm	ve onları ilettik
whdynhmA	ve onları ilettik
whm	o da arzu etmişti
whmn	ve Haman
whmt	ve yeltendi
whmwA	ve yeltenen
whn	gevşedi
whnA	zayıflık
whnwA	yılmadılar
whrwn	ve Harun'a
why}	ve hazırla
whzY	silkele
wjA'	ve geldi
wjA'h	ve geldi
wjA'hm	ve geldiğinde
wjA'k	ve sana gelmiştir
wjA'km	ve size geldi
wjA't	ve geldi
wjA'th	ve kendisine gelince
wjA'thm	onlara gelmişti
wjA'w	ve geldiler
wjAEl	ve tutacağım
wjAElwh	ve onu yapacağız
wjAY'	ve getirilir
wjEl	ve kıldı
wjElhA	ve onu yaptı
wjElkm	ve sizi yaptı
wjElnA	ve açtık
wjElnY	ve beni yaptı
wjElnh	ve onu yaptık
wjElnhA	ve onu yaptık
wjElnhm	ve onları yaptık
wjElnkm	ve yaptık sizi
wjElt	ve verdim
wjElwA	ve yaptılar
wjHdwA	ve inkar ettiler
wjbryl	ve Cebrail'e
wjbt	düştüğünde
wjd	buldu
wjdhA	ve onu buldu
wjdkm	gücünüz ölçüsünde
wjdlhm	ve onlarla mücadele et
wjdlwA	ve tartıştılar
wjdnA	bulduk
wjdnh	onu bulmuştuk
wjdt	buldum
wjdthA	onu buldum
wjdtm	bulduğunuz
wjdtmwhm	bulursanız
wjdwA	buldular
wjfAn	ve leğenler(den)
wjh	yüzü
wjhAd	ve cihad etmekten
wjhY	özümü
wjhd	ve cihadeden
wjhdhm	ve onlarla cihad et
wjhdwA	ve cihadedin
wjhh	yüz
wjhhA	gereği
wjhk	yüzünü
wjhp	bir yönü
wjhrA	ve açık
wjhrkm	ve açığınızı
wjht	çevirdim
wjlp	ürpererek
wjlt	titrer
wjlwdhm	ve derileri
wjmE	toplayıp
wjnY	ve toplanması (meyvelerin)
wjnp	ve cennete
wjnt	ve bahçeler
wjnwbhm	ve yanları
wjnwd	ve askerleri
wjnwdA	ve ordular
wjnwdh	ve orduları
wjnwdhmA	ve askerleri
wjryn	ve yürüttüğü (zaman)
wjwh	yüzleri
wjwhA	bazı yüzleri
wjwhhm	yüzleri
wjwhkm	yüzünüzü
wjwznA	ve geçirdik
wjyhA	yüzdedir (şereflidir)
wjz&A	ve cezası
wjzYhm	onların ödülleri
wj}nA	ve geldik
wj}tk	ve sana getirdim
wj}tkm	ve size getirdim
wk$fnA	ve kaldırsaydık
wk$ft	ve sıvadı
wk*b	ve yalanladı
wk*btm	siz ise yalanladınız
wk*bwA	ve yalanlayan
wk>s	ve kadehlerle
wk>sA	ve kadeh(ler)
wkAdwA	ve az daha
wkAn	ve
wkAnt	ve
wkAnwA	ve
wkbrA'nA	ve büyüklerimize
wkbrh	ve O'nu yücelt
wkbyr	ve büyük
wkf	ve çekti
wkfY	yeter
wkflhA	ve onun bakımını üstlendi
wkfr	ve ört
wkfrA	ve küfrünü
wkfrhm	ve inkar etmeleri
wkfrnA	ve inkar ettik
wkfrt	ve inkar etti
wkfrtm	ve siz inkar ettiyseniz
wkfrwA	ve inkar ettiler
wkhlA	ve yetişkinlikte
wkl	her
wklA	hepsini
wklbhm	ve köpekleri de
wklhm	ve onların hepsi
wklm	ve konuşmuştu
wklmA	ve ne zaman
wklmh	ve ona konuşunca
wklmhm	ve kendilerine konuşsaydı
wklmp	ve sözü ise
wklmth	ve O'nun sözlerine
wklnA	biz vekil bırakmışızdır
wklwA	ve yiyin
wkn	ve ol
wknA	ve biz
wknt	idim
wkntm	ve
wknwz	ve hazineler(inden)
wkrh	ve çirkin gösterdi
wkrhA	(veya) zoraki
wkrhwA	ve hoşlanmadılar
wkswthn	ve giyecekleri
wktAb	ve bir Kitabın
wktb	ve Kitaba
wktbh	ve Kitaplarına
wktbnA	ve yazdık
wkvyr	ve çoğu
wkwAEb	ve göğüsleri tomurcuklanmış
wkwnwA	ve olun
wkyf	ve nasıl
wl&l&A	ve inci(ler)
wl'Amrnhm	ve onlara emredeceğim
wl*kr	elbette anmak
wl<xwnnA	ve kardeşlerimizi
wl>Dlnhm	ve onları mutlaka saptıracağım
wl>Hl	ve helal kılmak için
wl>Slbnkm	ve asacağım
wl>bwyh	ana babasından
wl>byn	ve açıklamak için (geldim)
wl>dxlnhm	ve onları sokardık
wl>dxlnkm	ve sizi sokarım
wl>gwynhm	ve onları azdıracağım
wl>jr	elbette ödülü
wl>mnynhm	ve mutlaka onları boş kuruntulara sokacağım
wl>mp	bir cariye
wl>tm	ve tamamlayayım
wl>wDEwA	ve hemen sokulurlardı
wl>xY	ve kardeşimi
wlAt	fakat geçmişti
wlE*Ab	azabı ise
wlEb	ve oyundan
wlEbA	ve oyun
wlEbd	ve bir köle
wlElA	ve üstün gelmeğe çalışırdı
wlEnh	ve la'net etmiştir
wlEnhm	ve onları la'netlemiştir
wlEnwA	ve la'netlendiler
wlHm	ve eti
wlY	dost
wlYhm	onları çeviren
wlbAs	ve giysisi
wlbAshm	ve giysileri
wlbvt	ve kalmadın mı?
wlbvwA	ve kaldılar
wlbywthm	ve evlerine
wlb}s	ve ne kötü
wld	çocuk
wldA	çocuk
wldAr	ve yurdu
wldY	anama babama
wldh	çocuğunun
wldn	gençler
wldnhm	onları doğuranlar
wldp	(ne) anne
wldt	doğduğum
wldtk	annene
wlhdynhm	ve onları iletirdik
wlhw	ve eğlenceden
wlhwA	ve eğlence
wlkl	ve her
wll'Axrp	ve sonu
wll>rD	ve arza
wllbsnA	ve yine düşürürdük
wlldAr	ve yurdu
wllh	ve Allah'a
wllkfryn	kafirlere de vardır
wllm&mnyn	ve mü'minleri
wllmTlqt	ve boşanmış kadınların
wllnsA'	ve kadınlara vardır
wllrjAl	erkeklerin (hakları)
wllrswl	ve Elçiye
wllsyArp	ve yolculara
wlml}t	ve içine dolardı
wln*yqnhm	ve mutlaka taddıracağız
wlnElmh	ve ona öğrettik
wlnEm	ve ne güzeldir
wlnHml	ve biz taşırız
wlnSbrn	ve katlanırız
wlnblwnkm	andolsun biz sizi deneyeceğiz
wlnbynh	ve onu iyice açıklayalım diye
wlnjElh	onu kılmak için
wlnjElk	seni kılalım diye
wlnjzyn	elbette vereceğiz
wlnjzynhm	ve elbette veririz
wlnkwnn	ve olacağız
wlnrsln	ve mutlaka göndereceğiz
wlns_ln	ve soracağız
wlnsknnkm	ve sizi yerleştireceğiz
wlnxrjnhm	ve onları sürüp çıkarırım
wlqA'	ve kavuşmayı
wlqA}	ve buluşmasını
wlqA}h	ve O'na kavuşmayı
wlqYhm	ve onlara vermiştir
wlqwmk	ve kavmine
wlrbk	ve Rabbin için
wlrswlh	ve Elçisine
wlsAnA	ve bir dil
wlslymn	ve Süleyman'a
wlt>t	bu kez gelsin
wltElm	ve bilmesi için
wltElmn	ve bileceksiniz
wltElmwA	ve bilmeniz için
wltEln	ve çok böbürleneceksiniz
wltErfnhm	ve onları tanırdın
wltSgY	ve meyletsin
wltSnE	yetiştirilmen için
wltTm}n	ve yatışsın diye
wltblgwA	erersiniz
wltbtgwA	aramanız için
wltjdn	ve bulursun
wltjdnhm	onları bulursun
wltjrY	ve yürümesi için
wltjzY	cezalandırılsın diye
wltkbrwA	ve yüceltmenizi (ister)
wltkmlwA	ve tamamlamanızı (ister)
wltkn	olsun
wltkwn	olsun diye
wltkwnn	ve olursun
wltn*r	ve uyarman için
wltnSrnh	ve ona mutlaka yardım edeceksiniz
wltnZr	ve baksın
wltnzEtm	ve çekişirdiniz
wlts_ln	ve siz mutlaka sorulacaksınız
wltsmEn	ve (sözler) duyacaksınız
wltstbyn	belli olsun diye
wlttqwA	ve korunmanız için
wlwA	dönüp
wlwTA	ve Lut
wlwldY	anamı-babamı
wlwldyk	ve anana-babana
wlwmwA	fakat kınayın
wly$hd	ve şahid olsun
wly&mnwA	inansınlar ki
wly*kr	ve öğüt alsınlar diye
wly*yqkm	size tattırması için
wly>tynhm	ve o kendilerine gelecektir
wly>x*wA	ve alsınlar
wlyA	dost
wlyAl	ve geceye
wlyDrbn	ve koysunlar
wlyEfwA	ve affetsinler
wlyElm	ve bilsin diye
wlyElmn	ve bilecektir
wlyElmwA	ve bilsinler diye
wlyHkm	hükmetsinler
wlyHlfn	ve yemin edecekler
wlyHmln	ve onlar taşıyacaklar
wlySfHwA	ve hoşgörsünler
wlyTwfwA	ve tavaf etsinler
wlybdlnhm	ve onları erdirecektir
wlybkwA	ve ağlasınlar
wlyblY	sınamak için
wlybtlY	ve denemesi içindir
wlybynn	ve açıklayacaktır
wlydA	bir çocuk olarak
wlydE	ve yalvarsın
wlydxlwA	ve girsinler diye
wlyh	onun velisi
wlyhm	onların dostudur
wlyhmA	kendilerinin dostu idi
wlyjdwA	ve bulsunlar
wlyjp	sırdaş
wlykm	sizin veliniz
wlyktb	ve yazsın
wlykwn	olsun diye
wlykwnA	ve olacaktır
wlylbswA	ve karıştırsınlar diye
wlymHS	ve temize çıkarması için
wlymknn	ve sağlamlaştıracaktır
wlymll	yazdırsın
wlymsnkm	ve size dokunur
wlyn*rwA	uyarılsınlar diye
wlynA	bizim velimiz
wlynSrn	ve elbette yardım eder
wlyqtrfwA	ve işlemeğe devam etsinler
wlyqwl	ve desinler diye
wlyqwlwA	desinler diye
wlyrDwh	ve ondan hoşlansınlar
wlyrbT	ve (birbirine) bağlamak için
wlys	ve olmaz
wlys_ln	ve elbette sorguya çekileceklerdir
wlys_lwA	ve onlar da istesinler
wlyst	(geçerli) değildir
wlystEff	ve iffetlerini korusunlar
wlyt*kr	ve öğüt alsınlar diye
wlytbrwA	ve mahvetsinler diye
wlythm	onların velayeti-
wlytlTf	ve dikkatli davransın
wlytm	dönmüştünüz
wlytmtEwA	ve zevk içinde yaşasınlar diye
wlytq	korksun
wlywfwA	ve yerine getirsinler
wlywfyhm	ve onlara tam verir
wlyx$	kaygı duyanlar
wlyxzY	ve cezalandırması içindir
wlyzydn	ve artıracaktır
wlzwjk	ve eşine
wm$Arb	ve içecekler
wm>jwj	ve Me'cuc
wm>wYh	ve yeri
wm>wYhm	ve varacakları yer
wm>wYkm	ve yeriniz
wmA'	ve sular
wmAtwA	ölen
wmDY	ve geçti
wmEArj	ve merdivenler
wmESyt	ve isyan
wmHrm	ve haramdır
wmHyAY	ve hayatım
wmSdqA	ve doğrulayan
wmThrk	ve seni temizleyeceğim
wmb$rA	ve müjdeci
wmgAnm	ve ganimetler (bahşeyledi)
wmgfrp	ve bağış
wmgrbhA	ve batılarına
wmhdt	ve döşedim
wmhlhm	ve onlara mühlet ver
wmhymnA	ve kollayıp koruyucu olarak
wmkr	ve tuzağı
wmkrnA	biz de tuzak kurduk
wmkrwA	ve tuzak kurdular
wml<yh	ve adamlarına
wml<yhm	ve adamlarının
wml>h	ve adamlarına
wmlk	ve bir hükümranlığı
wmlkA	ve bir mülk
wml}kth	ve melekleri
wmmAtY	ve ölümüm
wmmAthm	ve ölümleri
wmn*ryn	ve uyarıcı
wmnfE	ve menfaatler
wmnhAjA	ve bir yol
wmnwp	ve Menat'ı?
wmqAm	ve yer(lerinden)
wmqSryn	ve(ya) kısaltarak
wmqtA	ve (Allah'ın) hışm(ı)dır
wmrsYhA	ve durması da
wmrwt	ve Marut (isimli)
wmrym	ve Meryem'i
wmsjd	ve mescidler
wmskn	ve konutlar
wmsknkm	ve yurtlarınıza
wmstwdE	ve emanet yeri vardır
wmstwdEhA	ve emanet bırakıldığı yeri
wmtE	ve nimet
wmtEA	ve yaşatma
wmtEnhm	ve onları yararlandırdık
wmtEwhn	ve onları faydalandırsın
wmvl	durumu
wmvlA	ve örneği
wmvlh	ve bir misli daha
wmvlhm	ve bir eşini
wmwEZp	ve öğüt
wmwlykm	ve dostlarınızdır
wmwsY	ve Musa'ya
wmxrj	ve çıkarır
wmykYl	ve Mikail'e
wmyvqh	ve sözünü
wmzAjh	karışımı
wmzqnhm	onları darmadağın ettik
wn*krk	ve seni analım
wn*r	ve bırakırız
wn*rhm	ve bırakırız onları
wn*yqh	ve ona taddıracağız
wn*yr	ve uyarıcı
wn*yrA	ve uyarıcı
wnAdY	ve seslendi
wnAdYhmA	ve onlara seslendi
wnAdwA	ve seslendiler
wnDE	kurarız
wnElm	ve bilmeyi
wnEm	ve ne güzel
wnEmh	ve ona ni'met verse
wnEmp	ve ni'metdir
wnH$r	ve toplarız
wnH$rh	ve onu haşrederiz
wnH$rhm	ve onları süreriz
wnHAs	ve kıpkızıl bir duman
wnHfZ	ve koruruz
wnHyA	ve yaşarız
wnSHt	ve öğüt verdim
wnSfh	ve yarısında
wnSlh	ve sokarız
wnSrnh	ve onu koruduk
wnSrnhm	ve onlara yardım ettik
wnSrwA	ve yardım ettiler
wnSrwh	ve O'na yardım edenler
wnTbE	ve mühürleriz
wnTmE	umarken
wn_A	döner
wnblwA	ve sınayacağız
wnblwkm	ve sizi imtihan ederiz
wnbyA	ve bir peygamber olacak
wnb}hm	onlara haber ver
wndA'	ve bağırtıdan
wndxlhm	ve onları sokacağız
wndxlkm	ve sizi sokarız
wndynh	ve ona seslendik
wnfAqA	ve iki yüzlülükte
wnfDl	ama üstün yaparız
wnfSl	ve uzun uzun açıklıyoruz
wnfs	ve nefse andolsun
wnfx	ve üfledi
wnfxt	ve üflediğim
wnhY	ve men'etmişse
wnhwA	ve vazgeçirmeğe çalışırlar
wnjEl	ve vereceğiz
wnjElhm	ve onları yapmayı
wnjnA	ve bizi kurtar
wnjnY	ve beni kurtar
wnjwYhm	ve gizli konuşmalarını
wnjynA	ve kurtardık
wnjynh	ve onu kurtardık
wnjynhm	ve onları koruduk
wnjynhmA	ve onları kurtardık
wnkfr	ve inkar ederiz
wnktb	ve yazarız
wnkwn	ve olmayı
wnlEb	ve şakalaşıyorduk
wnmd	ve uzatacağız
wnmkn	ve iktidara getirmeyi
wnmnEkm	ve sizi korumadık mı?
wnmyr	yine yiyecek getiririz
wnmyt	ve öldürürüz
wnn$}km	ve sizi yeniden inşa' edelim
wnnzl	ve biz indiriyoruz
wnqS	ve noksanlığı
wnqds	ve takdis ediyoruz
wnqlb	ve ters çeviririz
wnqlbhm	ve onları (uykuda) çeviririz
wnqr	ve tutarız
wnqwl	biz deriz
wnrY	ve göstermeyi
wnrYh	biz ise onu görüyoruz
wnrd	ve döndürülüp
wnrvh	ve varis olacağız
wnryd	biz istiyorduk
wnsA'	ve kadın
wnsA'km	ve kadınlarınızı
wnsA'nA	ve kadınlarımızı
wnsY	unutarak
wnskY	ve ibadetim
wnsqyh	ve onunla sulayalım diye
wnstHY	ve sağ bırakacağız
wnswA	ve unuttular
wnswh	onlar ise onu unutmuşlardır
wnswq	ve süreceğiz
wntbE	ve uyalım
wntjAwz	ve geçeriz
wnwHA	Nuh'a
wnwdwA	onlara seslenildi
wnwr	ve nur
wnwrhm	ve nurları
wnxl	ve hurma
wnxrj	ve çıkarırız
wnxwfhm	biz onları korkutuyoruz
wnxyl	ve hurmalıklar
wnysrk	ve sana kolaylaştıracağız
wnzE	ve çıkardı
wnzEnA	ve çıkarırız
wnzdAd	ve fazla alırız
wnzl	ve indirildiği
wnzlnA	ve indirdik
wnzlnh	ve onu indirdik
wq*f	ve saldı
wqAbl	ve kabul edendir
wqAl	dedi
wqAlA	ve dediler
wqAlt	ve dedi
wqAlwA	ve derler
wqAsmhmA	ve onlara yemin etti
wqA}mA	ve ayakta durarak
wqDY	ve emretti
wqDynA	ve bildirdik
wqE	düşer
wqEd	ve oturdular
wqEdwA	(Savaştan geri kalıp) oturarak
wqEt	olduğu
wqEwdA	ve oturarak
wqS	ve anlatınca
wqSr	ve saraylar
wqTEn	ve kestiler
wqTEnA	ve kestik
wqTEnhm	ve onları ayırdık
wqbA}l	ve kabilelere
wqbl	ve önce
wqbylh	ve kabilesi
wqdmnA	önüne geçiririz
wqdmwA	ve hazırlık yapın
wqdr	ölçülü yap
wqdrh	ve düzenleyen
wqdrnA	ve takdir ettik
wqdt	ve kadın yırttı
wqdwr	ve kazanlar(dan)
wqfwA	durdurulmuş
wqfwhm	ve durdurun onları
wqfynA	ve gönderdik
wqhm	ve onları koru
wql	söyle
wqlbh	ve kalbi
wqlbwA	ve ters çevirdiler
wqln	ve dediler
wqlnA	ve dedik
wqlwbhm	kalbleri
wqlwbhn	ve onların kalbleri için
wqlyl	ve azdır
wqmrA	ve bir ay
wqnA	ve bizi koru
wqr	bir ağırlık
wqr'An	ve Kur'an'ın
wqr'AnA	ve Kur'an'ı
wqrA	ağırlık
wqrY	ve aydın olsun
